"status","pep number","PEP Title","authors","Python version"
"SF","https://peps.python.org/pep-0660/","PEP 660 – Editable installs for pyproject.toml based builds (wheel based)","Daniel Holth, Stéphane Bidoul",""
"S","https://peps.python.org/pep-0661/","PEP 661 – Sentinel Values","Tal Einat",""
"SR","https://peps.python.org/pep-0662/","PEP 662 – Editable installs via virtual wheels","Bernát Gábor",""
"IR","https://peps.python.org/pep-0663/","PEP 663 – Standardizing Enum str(), repr(), and format() behaviors","Ethan Furman","3.11"
"IA","https://peps.python.org/pep-0664/","PEP 664 – Python 3.11 Release Schedule","Pablo Galindo Salgado","3.11"
"SR","https://peps.python.org/pep-0665/","PEP 665 – A file format to list Python dependencies for reproducibility of an application","Brett Cannon, Pradyun Gedam, Tzu-ping Chung",""
"SR","https://peps.python.org/pep-0666/","PEP 666 – Reject Foolish Indentation","Laura Creighton","2.2"
"S","https://peps.python.org/pep-0667/","PEP 667 – Consistent views of namespaces","Mark Shannon","3.13"
"SA","https://peps.python.org/pep-0668/","PEP 668 – Marking Python base environments as “externally managed”","Geoffrey Thomas, Matthias Klose, Filipe Laíns, Donald Stufft, Tzu-ping Chung, Stefano Rivera, Elana Hashman, Pradyun Gedam",""
"SA","https://peps.python.org/pep-0669/","PEP 669 – Low Impact Monitoring for CPython","Mark Shannon","3.12"
"SF","https://peps.python.org/pep-0670/","PEP 670 – Convert macros to functions in the Python C API","Erlend Egeberg Aasland, Victor Stinner","3.11"
"S","https://peps.python.org/pep-0671/","PEP 671 – Syntax for late-bound function argument defaults","Chris Angelico","3.12"
"IA","https://peps.python.org/pep-0672/","PEP 672 – Unicode-related Security Considerations for Python","Petr Viktorin",""
"SA","https://peps.python.org/pep-0673/","PEP 673 – Self Type","Pradeep Kumar Srinivasan, James Hilton-Balfe","3.11"
"SD","https://peps.python.org/pep-0674/","PEP 674 – Disallow using macros as l-values","Victor Stinner","3.12"
"SA","https://peps.python.org/pep-0675/","PEP 675 – Arbitrary Literal String Type","Pradeep Kumar Srinivasan, Graham Bleaney","3.11"
"PA","https://peps.python.org/pep-0676/","PEP 676 – PEP Infrastructure Process","Adam Turner",""
"SR","https://peps.python.org/pep-0677/","PEP 677 – Callable Type Syntax","Steven Troxler, Pradeep Kumar Srinivasan","3.11"
"SF","https://peps.python.org/pep-0678/","PEP 678 – Enriching Exceptions with Notes","Zac Hatfield-Dodds","3.11"
"S","https://peps.python.org/pep-0679/","PEP 679 – Allow parentheses in assert statements","Pablo Galindo Salgado","3.12"
"SF","https://peps.python.org/pep-0680/","PEP 680 – tomllib: Support for Parsing TOML in the Standard Library","Taneli Hukkinen, Shantanu Jain","3.11"
"SA","https://peps.python.org/pep-0681/","PEP 681 – Data Class Transforms","Erik De Bonte, Eric Traut","3.11"
"SF","https://peps.python.org/pep-0682/","PEP 682 – Format Specifier for Signed Zero","John Belmonte","3.11"
"SA","https://peps.python.org/pep-0683/","PEP 683 – Immortal Objects, Using a Fixed Refcount","Eric Snow, Eddie Elizondo","3.12"
"SA","https://peps.python.org/pep-0684/","PEP 684 – A Per-Interpreter GIL","Eric Snow","3.12"
"SA","https://peps.python.org/pep-0685/","PEP 685 – Comparison of extra names for optional distribution dependencies","Brett Cannon",""
"SA","https://peps.python.org/pep-0686/","PEP 686 – Make UTF-8 mode default","Inada Naoki","3.15"
"SA","https://peps.python.org/pep-0687/","PEP 687 – Isolating modules in the standard library","Erlend Egeberg Aasland, Petr Viktorin","3.12"
"SA","https://peps.python.org/pep-0688/","PEP 688 – Making the buffer protocol accessible in Python","Jelle Zijlstra","3.12"
"SF","https://peps.python.org/pep-0689/","PEP 689 – Unstable C API tier","Petr Viktorin","3.12"
"SR","https://peps.python.org/pep-0690/","PEP 690 – Lazy Imports","Germán Méndez Bravo, Carl Meyer","3.12"
"SA","https://peps.python.org/pep-0691/","PEP 691 – JSON-based Simple API for Python Package Indexes","Donald Stufft, Pradyun Gedam, Cooper Lees, Dustin Ingram",""
"SA","https://peps.python.org/pep-0692/","PEP 692 – Using TypedDict for more precise **kwargs typing","Franek Magiera","3.12"
"IA","https://peps.python.org/pep-0693/","PEP 693 – Python 3.12 Release Schedule","Thomas Wouters","3.12"
"S","https://peps.python.org/pep-0694/","PEP 694 – Upload 2.0 API for Python Package Repositories","Donald Stufft",""
"SA","https://peps.python.org/pep-0695/","PEP 695 – Type Parameter Syntax","Eric Traut","3.12"
"S","https://peps.python.org/pep-0696/","PEP 696 – Type Defaults for Type Parameters","James Hilton-Balfe","3.12"
"SF","https://peps.python.org/pep-0697/","PEP 697 – Limited C API for Extending Opaque Types","Petr Viktorin","3.12"
"SA","https://peps.python.org/pep-0698/","PEP 698 – Override Decorator for Static Typing","Steven Troxler, Joshua Xu, Shannon Zhu","3.12"
"SA","https://peps.python.org/pep-0699/","PEP 699 – Remove private dict version field added in PEP 509","Ken Jin","3.12"
"SA","https://peps.python.org/pep-0700/","PEP 700 – Additional Fields for the Simple API for Package Indexes","Paul Moore",""
"SA","https://peps.python.org/pep-0701/","PEP 701 – Syntactic formalization of f-strings","Pablo Galindo, Batuhan Taskaya, Lysandros Nikolaou, Marta Gómez Macías","3.12"
"SA","https://peps.python.org/pep-0702/","PEP 702 – Marking deprecations using the type system","Jelle Zijlstra","3.13"
"SA","https://peps.python.org/pep-0703/","PEP 703 – Making the Global Interpreter Lock Optional in CPython","Sam Gross","3.13"
"SW","https://peps.python.org/pep-0704/","PEP 704 – Require virtual environments by default for package installers","Pradyun Gedam",""
"S","https://peps.python.org/pep-0705/","PEP 705 – TypedDict: Read-only items","Alice Purcell","3.13"
"SF","https://peps.python.org/pep-0706/","PEP 706 – Filter for tarfile.extractall","Petr Viktorin","3.12"
"SR","https://peps.python.org/pep-0707/","PEP 707 – A simplified signature for __exit__ and __aexit__","Irit Katriel","3.12"
"SP","https://peps.python.org/pep-0708/","PEP 708 – Extending the Repository API to Mitigate Dependency Confusion Attacks","Donald Stufft",""
"SF","https://peps.python.org/pep-0709/","PEP 709 – Inlined comprehensions","Carl Meyer","3.12"
"S","https://peps.python.org/pep-0710/","PEP 710 – Recording the provenance of installed packages","Fridolín Pokorný",""
"S","https://peps.python.org/pep-0711/","PEP 711 – PyBI: a standard format for distributing Python Binaries","Nathaniel J. Smith",""
"S","https://peps.python.org/pep-0712/","PEP 712 – Adding a “converter” parameter to dataclasses.field","Joshua Cannon","3.13"
"SR","https://peps.python.org/pep-0713/","PEP 713 – Callable Modules","Amethyst Reese","3.12"
"SA","https://peps.python.org/pep-0714/","PEP 714 – Rename dist-info-metadata in the Simple API","Donald Stufft",""
"SF","https://peps.python.org/pep-0715/","PEP 715 – Disabling bdist_egg distribution uploads on PyPI","William Woodruff",""
"S","https://peps.python.org/pep-0718/","PEP 718 – Subscriptable functions","James Hilton-Balfe","3.13"
"IA","https://peps.python.org/pep-0719/","PEP 719 – Python 3.13 Release Schedule","Thomas Wouters","3.13"
"I","https://peps.python.org/pep-0720/","PEP 720 – Cross-compiling Python packages","Filipe Laíns","3.12"
"SF","https://peps.python.org/pep-0721/","PEP 721 – Using tarfile.data_filter for source distribution extraction","Petr Viktorin","3.12"
"SR","https://peps.python.org/pep-0722/","PEP 722 – Dependency specification for single-file scripts","Paul Moore",""
"SA","https://peps.python.org/pep-0723/","PEP 723 – Inline script metadata","Ofek Lev",""
"S","https://peps.python.org/pep-0724/","PEP 724 – Stricter Type Guards","Rich Chiodo, Eric Traut, Erik De Bonte","3.13"
"S","https://peps.python.org/pep-0725/","PEP 725 – Specifying external dependencies in pyproject.toml","Pradyun Gedam, Ralf Gommers",""
"S","https://peps.python.org/pep-0726/","PEP 726 – Module __setattr__ and __delattr__","Sergey B Kirpichev","3.13"
"S","https://peps.python.org/pep-0727/","PEP 727 – Documentation in Annotated Metadata","Sebastián Ramírez","3.13"
"PA","https://peps.python.org/pep-0729/","PEP 729 – Typing governance process","Jelle Zijlstra, Shantanu Jain",""
"S","https://peps.python.org/pep-0730/","PEP 730 – Adding iOS as a supported platform","Russell Keith-Magee","3.13"
"PA","https://peps.python.org/pep-0731/","PEP 731 – C API Working Group Charter","Guido van Rossum, Petr Viktorin, Victor Stinner, Steve Dower, Irit Katriel",""
"PA","https://peps.python.org/pep-0732/","PEP 732 – The Python Documentation Editorial Board","Joanna Jablonski",""
"I","https://peps.python.org/pep-0733/","PEP 733 – An Evaluation of Python’s Public C API","Erlend Egeberg Aasland, Domenico Andreoli, Stefan Behnel, Carl Friedrich Bolz-Tereick, Simon Cross, Steve Dower, Tim Felgentreff, David Hewitt, Shantanu Jain, Wenzel Jakob, Irit Katriel, Marc-Andre Lemburg, Donghee Na, Karl Nelson, Ronald Oussoren, Antoine Pitrou, Neil Schemenauer, Mark Shannon, Stepan Sindelar, Gregory P. Smith, Eric Snow, Victor Stinner, Guido van Rossum, Petr Viktorin, Carol Willing, William Woodruff, David Woods, Jelle Zijlstra",""
"S","https://peps.python.org/pep-0734/","PEP 734 – Multiple Interpreters in the Stdlib","Eric Snow","3.13"
"S","https://peps.python.org/pep-0735/","PEP 735 – Dependency Groups in pyproject.toml","Stephen Rosen",""
"S","https://peps.python.org/pep-0736/","PEP 736 – Shorthand syntax for keyword arguments at invocation","Joshua Bambrick, Chris Angelico","3.13"
"S","https://peps.python.org/pep-0737/","PEP 737 – Unify type name formatting","Victor Stinner","3.13"
"S","https://peps.python.org/pep-0738/","PEP 738 – Adding Android as a supported platform","Malcolm Smith","3.13"
"S","https://peps.python.org/pep-0739/","PEP 739 – Static description file for Python installations","Filipe Laíns","3.13"
"I","https://peps.python.org/pep-0740/","PEP 740 – Index support for digital attestations","William Woodruff, Facundo Tuesca",""
"S","https://peps.python.org/pep-0741/","PEP 741 – Python Configuration C API","Victor Stinner","3.13"
"SR","https://peps.python.org/pep-0754/","PEP 754 – IEEE 754 Floating Point Special Values","Gregory R. Warnes","2.3"
"IA","https://peps.python.org/pep-0801/","PEP 801 – Reserved","Barry Warsaw",""
"PF","https://peps.python.org/pep-3000/","PEP 3000 – Python 3000","Guido van Rossum",""
"PW","https://peps.python.org/pep-3001/","PEP 3001 – Procedure for reviewing and improving standard library modules","Georg Brandl",""
"PF","https://peps.python.org/pep-3002/","PEP 3002 – Procedure for Backwards-Incompatible Changes","Steven Bethard",""
"PF","https://peps.python.org/pep-3003/","PEP 3003 – Python Language Moratorium","Brett Cannon, Jesse Noller, Guido van Rossum",""
"PF","https://peps.python.org/pep-3099/","PEP 3099 – Things that will Not Change in Python 3000","Georg Brandl",""
"PF","https://peps.python.org/pep-3100/","PEP 3100 – Miscellaneous Python 3.0 Plans","Brett Cannon",""
"SF","https://peps.python.org/pep-3101/","PEP 3101 – Advanced String Formatting","Talin","3.0"
"SF","https://peps.python.org/pep-3102/","PEP 3102 – Keyword-Only Arguments","Talin","3.0"
"SR","https://peps.python.org/pep-3103/","PEP 3103 – A Switch/Case Statement","Guido van Rossum","3.0"
"SF","https://peps.python.org/pep-3104/","PEP 3104 – Access to Names in Outer Scopes","Ka-Ping Yee","3.0"
"SF","https://peps.python.org/pep-3105/","PEP 3105 – Make print a function","Georg Brandl","3.0"
"SF","https://peps.python.org/pep-3106/","PEP 3106 – Revamping dict.keys(), .values() and .items()","Guido van Rossum","3.0"
"SF","https://peps.python.org/pep-3107/","PEP 3107 – Function Annotations","Collin Winter, Tony Lownds","3.0"
"SF","https://peps.python.org/pep-3108/","PEP 3108 – Standard Library Reorganization","Brett Cannon","3.0"
"SF","https://peps.python.org/pep-3109/","PEP 3109 – Raising Exceptions in Python 3000","Collin Winter","3.0"
"SF","https://peps.python.org/pep-3110/","PEP 3110 – Catching Exceptions in Python 3000","Collin Winter","3.0"
"SF","https://peps.python.org/pep-3111/","PEP 3111 – Simple input built-in in Python 3000","Andre Roberge","3.0"
"SF","https://peps.python.org/pep-3112/","PEP 3112 – Bytes literals in Python 3000","Jason Orendorff","3.0"
"SF","https://peps.python.org/pep-3113/","PEP 3113 – Removal of Tuple Parameter Unpacking","Brett Cannon","3.0"
"SF","https://peps.python.org/pep-3114/","PEP 3114 – Renaming iterator.next() to iterator.__next__()","Ka-Ping Yee","3.0"
"SF","https://peps.python.org/pep-3115/","PEP 3115 – Metaclasses in Python 3000","Talin","3.0"
"SF","https://peps.python.org/pep-3116/","PEP 3116 – New I/O","Daniel Stutzbach, Guido van Rossum, Mike Verdone","3.0"
"SR","https://peps.python.org/pep-3117/","PEP 3117 – Postfix type declarations","Georg Brandl","3.0"
"SF","https://peps.python.org/pep-3118/","PEP 3118 – Revising the buffer protocol","Travis Oliphant, Carl Banks","3.0"
"SF","https://peps.python.org/pep-3119/","PEP 3119 – Introducing Abstract Base Classes","Guido van Rossum, Talin","3.0"
"SF","https://peps.python.org/pep-3120/","PEP 3120 – Using UTF-8 as the default source encoding","Martin von Löwis","3.0"
"SF","https://peps.python.org/pep-3121/","PEP 3121 – Extension Module Initialization and Finalization","Martin von Löwis","3.0"
"SR","https://peps.python.org/pep-3122/","PEP 3122 – Delineation of the main module","Brett Cannon",""
"SF","https://peps.python.org/pep-3123/","PEP 3123 – Making PyObject_HEAD conform to standard C","Martin von Löwis","3.0"
"SD","https://peps.python.org/pep-3124/","PEP 3124 – Overloading, Generic Functions, Interfaces, and Adaptation","Phillip J. Eby",""
"SR","https://peps.python.org/pep-3125/","PEP 3125 – Remove Backslash Continuation","Jim J. Jewett",""
"SR","https://peps.python.org/pep-3126/","PEP 3126 – Remove Implicit String Concatenation","Jim J. Jewett, Raymond Hettinger",""
"SF","https://peps.python.org/pep-3127/","PEP 3127 – Integer Literal Support and Syntax","Patrick Maupin","3.0"
"SR","https://peps.python.org/pep-3128/","PEP 3128 – BList: A Faster List-like Type","Daniel Stutzbach","2.6, 3.0"
"SF","https://peps.python.org/pep-3129/","PEP 3129 – Class Decorators","Collin Winter","3.0"
"SR","https://peps.python.org/pep-3130/","PEP 3130 – Access to Current Module/Class/Function","Jim J. Jewett","3.0"
"SF","https://peps.python.org/pep-3131/","PEP 3131 – Supporting Non-ASCII Identifiers","Martin von Löwis","3.0"
"SF","https://peps.python.org/pep-3132/","PEP 3132 – Extended Iterable Unpacking","Georg Brandl","3.0"
"SR","https://peps.python.org/pep-3133/","PEP 3133 – Introducing Roles","Collin Winter","3.0"
"SF","https://peps.python.org/pep-3134/","PEP 3134 – Exception Chaining and Embedded Tracebacks","Ka-Ping Yee","3.0"
"SF","https://peps.python.org/pep-3135/","PEP 3135 – New Super","Calvin Spealman, Tim Delaney, Lie Ryan","3.0"
"SR","https://peps.python.org/pep-3136/","PEP 3136 – Labeled break and continue","Matt Chisholm","3.1"
"SF","https://peps.python.org/pep-3137/","PEP 3137 – Immutable Bytes and Mutable Buffer","Guido van Rossum","3.0"
"SF","https://peps.python.org/pep-3138/","PEP 3138 – String representation in Python 3000","Atsuo Ishimoto","3.0"
"SR","https://peps.python.org/pep-3139/","PEP 3139 – Cleaning out sys and the “interpreter” module","Benjamin Peterson","3.0"
"SR","https://peps.python.org/pep-3140/","PEP 3140 – str(container) should call str(item), not repr(item)","Oleg Broytman, Jim J. Jewett",""
"SF","https://peps.python.org/pep-3141/","PEP 3141 – A Type Hierarchy for Numbers","Jeffrey Yasskin","3.0"
"SR","https://peps.python.org/pep-3142/","PEP 3142 – Add a “while” clause to generator expressions","Gerald Britton","3.0"
"SD","https://peps.python.org/pep-3143/","PEP 3143 – Standard daemon process library","Ben Finney","3.x"
"SF","https://peps.python.org/pep-3144/","PEP 3144 – IP Address Manipulation Library for the Python Standard Library","Peter Moody","3.3"
"SW","https://peps.python.org/pep-3145/","PEP 3145 – Asynchronous I/O For subprocess.Popen","Eric Pruitt, Charles R. McCreary, Josiah Carlson","3.2"
"SW","https://peps.python.org/pep-3146/","PEP 3146 – Merging Unladen Swallow into CPython","Collin Winter, Jeffrey Yasskin, Reid Kleckner","3.3"
"SF","https://peps.python.org/pep-3147/","PEP 3147 – PYC Repository Directories","Barry Warsaw","3.2"
"SF","https://peps.python.org/pep-3148/","PEP 3148 – futures - execute computations asynchronously","Brian Quinlan","3.2"
"SF","https://peps.python.org/pep-3149/","PEP 3149 – ABI version tagged .so files","Barry Warsaw","3.2"
"SD","https://peps.python.org/pep-3150/","PEP 3150 – Statement local namespaces (aka “given” clause)","Alyssa Coghlan","3.4"
"SF","https://peps.python.org/pep-3151/","PEP 3151 – Reworking the OS and IO exception hierarchy","Antoine Pitrou","3.3"
"SR","https://peps.python.org/pep-3152/","PEP 3152 – Cofunctions","Gregory Ewing","3.3"
"SS","https://peps.python.org/pep-3153/","PEP 3153 – Asynchronous IO support","Laurens Van Houtven",""
"SF","https://peps.python.org/pep-3154/","PEP 3154 – Pickle protocol version 4","Antoine Pitrou","3.4"
"SF","https://peps.python.org/pep-3155/","PEP 3155 – Qualified name for classes and functions","Antoine Pitrou","3.3"
"SF","https://peps.python.org/pep-3156/","PEP 3156 – Asynchronous IO Support Rebooted: the “asyncio” Module","Guido van Rossum","3.3"
"IF","https://peps.python.org/pep-3333/","PEP 3333 – Python Web Server Gateway Interface v1.0.1","Phillip J. Eby",""
"IF","https://peps.python.org/pep-8000/","PEP 8000 – Python Language Governance Proposal Overview","Barry Warsaw",""
"PF","https://peps.python.org/pep-8001/","PEP 8001 – Python Governance Voting Process","Brett Cannon, Christian Heimes, Donald Stufft, Eric Snow, Gregory P. Smith, Łukasz Langa, Mariatta, Nathaniel J. Smith, Pablo Galindo Salgado, Raymond Hettinger, Tal Einat, Tim Peters, Zachary Ware",""
"IF","https://peps.python.org/pep-8002/","PEP 8002 – Open Source Governance Survey","Barry Warsaw, Łukasz Langa, Antoine Pitrou, Doug Hellmann, Carol Willing",""
"IR","https://peps.python.org/pep-8010/","PEP 8010 – The Technical Leader Governance Model","Barry Warsaw",""
"IR","https://peps.python.org/pep-8011/","PEP 8011 – Python Governance Model Lead by Trio of Pythonistas","Mariatta, Barry Warsaw",""
"IR","https://peps.python.org/pep-8012/","PEP 8012 – The Community Governance Model","Łukasz Langa",""
"IR","https://peps.python.org/pep-8013/","PEP 8013 – The External Council Governance Model","Steve Dower",""
"IR","https://peps.python.org/pep-8014/","PEP 8014 – The Commons Governance Model","Jack Jansen",""
"IR","https://peps.python.org/pep-8015/","PEP 8015 – Organization of the Python community","Victor Stinner",""
"IA","https://peps.python.org/pep-8016/","PEP 8016 – The Steering Council Model","Nathaniel J. Smith, Donald Stufft",""
"IF","https://peps.python.org/pep-8100/","PEP 8100 – January 2019 Steering Council election","Nathaniel J. Smith, Ee Durbin",""
"IF","https://peps.python.org/pep-8101/","PEP 8101 – 2020 Term Steering Council election","Ewa Jodlowska, Ee Durbin",""
"IF","https://peps.python.org/pep-8102/","PEP 8102 – 2021 Term Steering Council election","Ewa Jodlowska, Ee Durbin, Joe Carey",""
"IF","https://peps.python.org/pep-8103/","PEP 8103 – 2022 Term Steering Council election","Ewa Jodlowska, Ee Durbin, Joe Carey",""
"IA","https://peps.python.org/pep-8104/","PEP 8104 – 2023 Term Steering Council election","Ee Durbin",""
"IA","https://peps.python.org/pep-8105/","PEP 8105 – 2024 Term Steering Council election","Ee Durbin",""
